Date,Country,Distributor,Brand,Operator,Unit Cost,Amount,Unit Price,Sales
06-01-2021,Guatemala,Tottus,Apple,Entel,750,131,1200,157200
24-03-2021,Portugal,Saga Falabella,Apple,Entel,750,14,1200,16800
06-10-2018,Ireland,Ripley,Apple,Entel,750,55,1200,66000
07-01-2020,Guatemala,Saga Falabella,Apple,Entel,750,3,1200,3600
06-12-2020,Brasil,Plaza Vea,Apple,Entel,750,23,1200,27600
14-03-2020,Guatemala,Tottus,Apple,Entel,750,172,1200,206400
01-07-2020,Canada,Oeschle,Apple,Entel,750,1,1200,1200
13-04-2021,Brasil,Metro,Apple,Entel,750,92,1200,110400
19-08-2021,Colombia,Saga Falabella,Apple,Entel,750,31,1200,37200
08-03-2018,Denmark,Saga Falabella,Apple,Entel,750,23,1200,27600
09-12-2021,Paraguay,Plaza Vea,Apple,Entel,750,139,1200,166800
11-03-2018,Uruguay,Saga Falabella,Apple,Entel,750,33,1200,39600
07-04-2021,Paraguay,Ripley,Apple,Entel,750,53,1200,63600
09-09-2021,Mexico,Plaza Vea,Apple,Entel,750,151,1200,181200
16-09-2018,USA,Plaza Vea,Apple,Entel,750,41,1200,49200
26-06-2019,Uruguay,Saga Falabella,Apple,Entel,750,27,1200,32400
02-10-2021,Germany,Tottus,Apple,Entel,750,83,1200,99600
13-02-2021,Denmark,Saga Falabella,Apple,Entel,750,28,1200,33600
15-07-2021,Venezuela,Tottus,Apple,Entel,750,24,1200,28800
02-02-2019,Spain,Oeschle,Apple,Entel,750,53,1200,63600
27-09-2021,Venezuela,Plaza Vea,Apple,Entel,750,114,1200,136800
09-08-2021,Switzerland,Oeschle,Apple,Entel,750,14,1200,16800
28-11-2020,United Kingdom,Saga Falabella,Apple,Entel,750,3,1200,3600
07-02-2018,Colombia,Tottus,Apple,Entel,750,181,1200,217200
26-12-2021,Germany,Metro,Apple,Entel,750,34,1200,40800
05-05-2019,Jamaica,Tottus,Apple,Entel,750,173,1200,207600
11-11-2020,Brasil,Saga Falabella,Apple,Entel,750,6,1200,7200
24-02-2019,Bolivia,Ripley,Apple,Entel,750,66,1200,79200
19-03-2021,Uruguay,Ripley,Apple,Entel,750,39,1200,46800
02-05-2019,Bolivia,Tottus,Apple,Entel,750,128,1200,153600
18-07-2018,United Kingdom,Metro,Apple,Entel,750,109,1200,130800
11-01-2018,Cuba,Oeschle,Apple,Entel,750,178,1200,213600
25-06-2019,Bolivia,Ripley,Apple,Movistar,750,5,1200,6000
11-05-2019,Germany,Ripley,Apple,Movistar,750,1,1200,1200
04-06-2018,Switzerland,Oeschle,Apple,Movistar,750,41,1200,49200
19-09-2019,Peru,Tottus,Apple,Movistar,750,57,1200,68400
06-11-2019,Mexico,Saga Falabella,Apple,Movistar,750,9,1200,10800
04-12-2021,Canada,Metro,Apple,Movistar,750,6,1200,7200
18-09-2021,Switzerland,Plaza Vea,Apple,Movistar,750,25,1200,30000
01-04-2018,Colombia,Saga Falabella,Apple,Movistar,750,5,1200,6000
03-08-2020,Paraguay,Oeschle,Apple,Movistar,750,35,1200,42000
16-01-2021,Spain,Plaza Vea,Apple,Movistar,750,13,1200,15600
23-02-2019,Uruguay,Tottus,Apple,Movistar,750,2,1200,2400
11-01-2020,Ireland,Metro,Apple,Movistar,750,9,1200,10800
08-05-2021,Canada,Tottus,Apple,Movistar,750,27,1200,32400
09-06-2018,Uruguay,Oeschle,Apple,Movistar,750,40,1200,48000
04-04-2019,Brasil,Metro,Apple,Movistar,750,12,1200,14400
09-12-2018,Chile,Plaza Vea,Apple,Movistar,750,31,1200,37200
21-07-2018,El Salvador,Metro,Apple,Movistar,750,8,1200,9600
04-10-2021,Portugal,Plaza Vea,Apple,Movistar,750,39,1200,46800
04-09-2021,Denmark,Oeschle,Apple,Movistar,750,1,1200,1200
11-12-2018,Guatemala,Ripley,Apple,Movistar,750,3,1200,3600
30-01-2021,Cuba,Saga Falabella,Apple,Movistar,750,4,1200,4800
24-01-2018,El Salvador,Plaza Vea,Apple,Movistar,750,26,1200,31200
05-12-2021,Brasil,Tottus,Apple,Movistar,750,18,1200,21600
02-05-2021,Guatemala,Ripley,Apple,Movistar,750,11,1200,13200
09-03-2021,France,Tottus,Apple,Movistar,750,58,1200,69600
16-11-2021,Colombia,Metro,Apple,Movistar,750,21,1200,25200
10-04-2019,Venezuela,Tottus,Apple,Movistar,750,30,1200,36000
16-09-2019,Colombia,Plaza Vea,Apple,Movistar,750,20,1200,24000
19-03-2018,Chile,Tottus,Apple,Movistar,750,37,1200,44400
06-08-2021,Ireland,Tottus,Apple,Movistar,750,43,1200,51600
21-05-2019,Guatemala,Saga Falabella,Apple,Movistar,750,1,1200,1200
24-06-2021,Guatemala,Saga Falabella,Apple,Movistar,750,9,1200,10800
22-08-2020,Uruguay,Oeschle,Apple,Movistar,750,44,1200,52800
01-07-2021,Brasil,Metro,Apple,Movistar,750,19,1200,22800
02-07-2021,Uruguay,Oeschle,Apple,Movistar,750,36,1200,43200
02-09-2018,Cuba,Tottus,Apple,Movistar,750,3,1200,3600
02-02-2021,Germany,Ripley,Apple,Movistar,750,15,1200,18000
18-04-2020,Chile,Oeschle,Apple,Movistar,750,47,1200,56400
11-06-2020,Ireland,Metro,Apple,Movistar,750,9,1200,10800
01-09-2021,United Kingdom,Ripley,Apple,Movistar,750,18,1200,21600
28-04-2019,Brasil,Oeschle,Apple,Movistar,750,23,1200,27600
25-06-2019,Bolivia,Ripley,Apple,Movistar,750,5,1200,6000
11-05-2019,Germany,Ripley,Apple,Movistar,750,1,1200,1200
04-06-2018,Switzerland,Oeschle,Apple,Movistar,750,41,1200,49200
19-09-2019,Peru,Tottus,Apple,Movistar,750,57,1200,68400
06-11-2019,Mexico,Saga Falabella,Apple,Movistar,750,9,1200,10800
04-12-2021,Canada,Metro,Apple,Movistar,750,6,1200,7200
18-09-2021,Switzerland,Plaza Vea,Apple,Movistar,750,25,1200,30000
01-04-2018,Colombia,Saga Falabella,Apple,Movistar,750,5,1200,6000
03-08-2020,Paraguay,Oeschle,Apple,Movistar,750,35,1200,42000
16-01-2021,Spain,Plaza Vea,Apple,Movistar,750,13,1200,15600
23-02-2019,Uruguay,Tottus,Apple,Movistar,750,2,1200,2400
11-01-2020,Ireland,Metro,Apple,Movistar,750,9,1200,10800
08-05-2021,Canada,Tottus,Apple,Movistar,750,27,1200,32400
09-06-2018,Uruguay,Oeschle,Apple,Movistar,750,40,1200,48000
04-04-2019,Brasil,Metro,Apple,Movistar,750,12,1200,14400
09-12-2018,Chile,Plaza Vea,Apple,Movistar,750,31,1200,37200
21-07-2018,El Salvador,Metro,Apple,Movistar,750,8,1200,9600
04-10-2021,Portugal,Plaza Vea,Apple,Movistar,750,39,1200,46800
04-09-2021,Denmark,Oeschle,Apple,Movistar,750,1,1200,1200
11-12-2018,Guatemala,Ripley,Apple,Movistar,750,3,1200,3600
30-01-2021,Cuba,Saga Falabella,Apple,Movistar,750,4,1200,4800
24-01-2018,El Salvador,Plaza Vea,Apple,Movistar,750,26,1200,31200
05-12-2021,Brasil,Tottus,Apple,Movistar,750,18,1200,21600
02-05-2021,Guatemala,Ripley,Apple,Movistar,750,11,1200,13200
09-03-2021,France,Tottus,Apple,Movistar,750,58,1200,69600
16-11-2021,Colombia,Metro,Apple,Movistar,750,21,1200,25200
10-04-2019,Venezuela,Tottus,Apple,Movistar,750,30,1200,36000
16-09-2019,Colombia,Plaza Vea,Apple,Movistar,750,20,1200,24000
19-03-2018,Chile,Tottus,Apple,Movistar,750,37,1200,44400
06-08-2021,Ireland,Tottus,Apple,Movistar,750,43,1200,51600
21-05-2019,Guatemala,Saga Falabella,Apple,Movistar,750,1,1200,1200
24-06-2021,Guatemala,Saga Falabella,Apple,Movistar,750,9,1200,10800
22-08-2020,Uruguay,Oeschle,Apple,Movistar,750,44,1200,52800
01-07-2021,Brasil,Metro,Apple,Movistar,750,19,1200,22800
02-07-2021,Uruguay,Oeschle,Apple,Movistar,750,36,1200,43200
02-09-2018,Cuba,Tottus,Apple,Movistar,750,3,1200,3600
02-02-2021,Germany,Ripley,Apple,Movistar,750,15,1200,18000
18-04-2020,Chile,Oeschle,Apple,Movistar,750,47,1200,56400
11-06-2020,Ireland,Metro,Apple,Movistar,750,9,1200,10800
01-09-2021,United Kingdom,Ripley,Apple,Movistar,750,18,1200,21600
28-04-2019,Brasil,Oeschle,Apple,Movistar,750,23,1200,27600
14-10-2020,El Salvador,Plaza Vea,Huawei,Bitel,175,33,450,14850
23-11-2020,Ireland,Oeschle,Huawei,Bitel,175,11,450,4950
24-12-2021,Portugal,Metro,Huawei,Bitel,175,70,450,31500
01-01-2021,Jamaica,Plaza Vea,Huawei,Movistar,175,23,450,10350
01-12-2018,Switzerland,Oeschle,Huawei,Bitel,175,55,450,24750
16-09-2021,France,Plaza Vea,Huawei,Claro,175,52,450,23400
12-09-2021,Cuba,Oeschle,Huawei,Claro,175,5,450,2250
25-04-2021,Argentina,Metro,Huawei,Bitel,175,55,450,24750
29-06-2019,USA,Ripley,Huawei,Bitel,175,1,450,450
03-02-2021,Chile,Oeschle,Huawei,Tuenti,175,211,450,94950
01-03-2018,Venezuela,Oeschle,Huawei,Tuenti,175,5,450,2250
16-11-2020,Portugal,Metro,Huawei,Tuenti,175,59,450,26550
11-10-2019,Spain,Ripley,Huawei,Tuenti,175,92,450,41400
08-11-2018,Paraguay,Plaza Vea,Huawei,Movistar,175,27,450,12150
02-07-2021,Paraguay,Oeschle,Huawei,Bitel,175,3,450,1350
23-09-2018,Ireland,Ripley,Huawei,Movistar,175,19,450,8550
04-06-2019,Peru,Oeschle,Huawei,Tuenti,175,225,450,101250
03-06-2020,United Kingdom,Plaza Vea,Huawei,Movistar,175,3,450,1350
22-07-2021,Spain,Ripley,Huawei,Tuenti,175,11,450,4950
06-06-2021,Uruguay,Metro,Huawei,Claro,175,27,450,12150
18-08-2018,USA,Metro,Huawei,Bitel,175,71,450,31950
17-03-2021,Colombia,Oeschle,Huawei,Entel,175,125,450,56250
19-04-2021,Chile,Oeschle,Huawei,Movistar,175,39,450,17550
21-05-2018,Colombia,Metro,Huawei,Entel,175,27,450,12150
07-12-2021,Venezuela,Oeschle,Huawei,Tuenti,175,3,450,1350
25-10-2021,Canada,Plaza Vea,Huawei,Claro,175,15,450,6750
01-06-2020,Cuba,Ripley,Huawei,Movistar,175,5,450,2250
05-04-2019,Guatemala,Plaza Vea,Huawei,Bitel,175,55,450,24750
02-01-2019,Chile,Plaza Vea,Huawei,Entel,175,127,450,57150
08-10-2020,United Kingdom,Oeschle,Huawei,Claro,175,66,450,29700
19-04-2021,Venezuela,Plaza Vea,Huawei,Bitel,175,51,450,22950
15-04-2019,El Salvador,Plaza Vea,Huawei,Movistar,175,17,450,7650
11-06-2019,El Salvador,Metro,Huawei,Claro,175,39,450,17550
14-12-2021,USA,Plaza Vea,Huawei,Tuenti,175,116,450,52200
14-11-2020,Paraguay,Ripley,Huawei,Entel,175,35,450,15750
23-07-2019,Paraguay,Oeschle,Huawei,Tuenti,175,107,450,48150
22-05-2021,Denmark,Metro,Huawei,Claro,175,28,450,12600
30-06-2021,Chile,Metro,Huawei,Bitel,175,33,450,14850
07-09-2018,Paraguay,Plaza Vea,Huawei,Claro,175,6,450,2700
10-03-2021,Switzerland,Ripley,Huawei,Movistar,175,12,450,5400
09-01-2021,Portugal,Oeschle,Huawei,Entel,175,65,450,29250
12-03-2020,El Salvador,Metro,Huawei,Movistar,175,28,450,12600
26-03-2021,USA,Plaza Vea,Huawei,Tuenti,175,178,450,80100
18-12-2018,France,Oeschle,Huawei,Movistar,175,29,450,13050
10-08-2021,Venezuela,Metro,Huawei,Claro,175,8,450,3600
05-03-2020,Spain,Plaza Vea,Huawei,Entel,175,128,450,57600
20-03-2021,Mexico,Metro,Huawei,Tuenti,175,33,450,14850
13-02-2019,Portugal,Oeschle,Huawei,Claro,175,81,450,36450
27-05-2021,Canada,Ripley,Huawei,Movistar,175,8,450,3600
15-12-2019,Uruguay,Plaza Vea,Huawei,Bitel,175,3,450,1350
09-05-2020,Brasil,Oeschle,Huawei,Entel,175,4,450,1800
18-02-2019,United Kingdom,Metro,Huawei,Entel,175,69,450,31050
04-05-2021,USA,Ripley,Huawei,Tuenti,175,66,450,29700
25-09-2019,Paraguay,Plaza Vea,Huawei,Tuenti,175,32,450,14400
02-08-2018,El Salvador,Ripley,Huawei,Tuenti,175,98,450,44100
16-01-2019,Cuba,Ripley,Huawei,Movistar,175,1,450,450
23-11-2021,Venezuela,Ripley,Huawei,Movistar,175,17,450,7650
11-02-2019,Colombia,Metro,Huawei,Tuenti,175,123,450,55350
19-09-2018,Ireland,Metro,Huawei,Bitel,175,36,450,16200
05-10-2019,Brasil,Metro,Huawei,Bitel,175,37,450,16650
06-02-2021,Brasil,Plaza Vea,Huawei,Movistar,175,25,450,11250
28-06-2019,Bolivia,Oeschle,Huawei,Movistar,175,44,450,19800
29-09-2021,Uruguay,Plaza Vea,Huawei,Bitel,175,2,450,900
02-11-2018,France,Oeschle,Huawei,Entel,175,165,450,74250
10-02-2018,Cuba,Metro,Huawei,Tuenti,175,83,450,37350
17-11-2019,United Kingdom,Metro,Huawei,Movistar,175,11,450,4950
22-01-2019,Denmark,Metro,Huawei,Movistar,175,6,450,2700
11-11-2020,Canada,Oeschle,Huawei,Tuenti,175,188,450,84600
02-06-2021,Paraguay,Plaza Vea,Huawei,Bitel,175,54,450,24300
04-06-2021,Argentina,Plaza Vea,Huawei,Claro,175,47,450,21150
15-10-2021,Uruguay,Oeschle,Huawei,Entel,175,17,450,7650
06-11-2020,Uruguay,Metro,Huawei,Bitel,175,67,450,30150
11-02-2021,Canada,Oeschle,Huawei,Tuenti,175,145,450,65250
24-03-2021,Peru,Plaza Vea,Huawei,Tuenti,175,85,450,38250
09-09-2021,El Salvador,Oeschle,Huawei,Entel,175,74,450,33300
12-03-2020,Mexico,Metro,Huawei,Bitel,175,58,450,26100
04-03-2020,Brasil,Plaza Vea,Huawei,Tuenti,175,67,450,30150
11-12-2020,Cuba,Ripley,Huawei,Entel,175,15,450,6750
03-12-2021,Colombia,Metro,Huawei,Claro,175,20,450,9000
19-05-2018,Switzerland,Plaza Vea,Huawei,Tuenti,175,56,450,25200
28-12-2018,Spain,Ripley,Huawei,Claro,175,9,450,4050
14-05-2018,Canada,Oeschle,Huawei,Tuenti,175,77,450,34650
21-03-2018,Denmark,Metro,Huawei,Claro,175,53,450,23850
07-02-2018,Spain,Plaza Vea,Huawei,Bitel,175,12,450,5400
05-01-2021,USA,Oeschle,Huawei,Bitel,175,97,450,43650
21-04-2019,United Kingdom,Oeschle,Huawei,Movistar,175,15,450,6750
17-07-2019,Mexico,Metro,Huawei,Movistar,175,26,450,11700
17-07-2018,Jamaica,Oeschle,Huawei,Claro,175,98,450,44100
10-12-2018,Venezuela,Plaza Vea,Huawei,Claro,175,39,450,17550
11-06-2018,Mexico,Metro,Huawei,Tuenti,175,96,450,43200
09-09-2019,Spain,Ripley,Huawei,Bitel,175,10,450,4500
02-09-2021,Cuba,Oeschle,Huawei,Tuenti,175,165,450,74250
14-10-2020,El Salvador,Plaza Vea,Huawei,Bitel,175,33,450,14850
23-11-2020,Ireland,Oeschle,Huawei,Bitel,175,11,450,4950
24-12-2021,Portugal,Metro,Huawei,Bitel,175,70,450,31500
01-01-2021,Jamaica,Plaza Vea,Huawei,Movistar,175,23,450,10350
01-12-2018,Switzerland,Oeschle,Huawei,Bitel,175,55,450,24750
16-09-2021,France,Plaza Vea,Huawei,Claro,175,52,450,23400
12-09-2021,Cuba,Oeschle,Huawei,Claro,175,5,450,2250
25-04-2021,Argentina,Metro,Huawei,Bitel,175,55,450,24750
29-06-2019,USA,Ripley,Huawei,Bitel,175,1,450,450
03-02-2021,Chile,Oeschle,Huawei,Tuenti,175,211,450,94950
01-03-2018,Venezuela,Oeschle,Huawei,Tuenti,175,5,450,2250
16-11-2020,Portugal,Metro,Huawei,Tuenti,175,59,450,26550
11-10-2019,Spain,Ripley,Huawei,Tuenti,175,92,450,41400
08-11-2018,Paraguay,Plaza Vea,Huawei,Movistar,175,27,450,12150
02-07-2021,Paraguay,Oeschle,Huawei,Bitel,175,3,450,1350
23-09-2018,Ireland,Ripley,Huawei,Movistar,175,19,450,8550
04-06-2019,Peru,Oeschle,Huawei,Tuenti,175,225,450,101250
03-06-2020,United Kingdom,Plaza Vea,Huawei,Movistar,175,3,450,1350
22-07-2021,Spain,Ripley,Huawei,Tuenti,175,11,450,4950
06-06-2021,Uruguay,Metro,Huawei,Claro,175,27,450,12150
18-08-2018,USA,Metro,Huawei,Bitel,175,71,450,31950
17-03-2021,Colombia,Oeschle,Huawei,Entel,175,125,450,56250
19-04-2021,Chile,Oeschle,Huawei,Movistar,175,39,450,17550
21-05-2018,Colombia,Metro,Huawei,Entel,175,27,450,12150
07-12-2021,Venezuela,Oeschle,Huawei,Tuenti,175,3,450,1350
25-10-2021,Canada,Plaza Vea,Huawei,Claro,175,15,450,6750
01-06-2020,Cuba,Ripley,Huawei,Movistar,175,5,450,2250
05-04-2019,Guatemala,Plaza Vea,Huawei,Bitel,175,55,450,24750
02-01-2019,Chile,Plaza Vea,Huawei,Entel,175,127,450,57150
08-10-2020,United Kingdom,Oeschle,Huawei,Claro,175,66,450,29700
19-04-2021,Venezuela,Plaza Vea,Huawei,Bitel,175,51,450,22950
15-04-2019,El Salvador,Plaza Vea,Huawei,Movistar,175,17,450,7650
11-06-2019,El Salvador,Metro,Huawei,Claro,175,39,450,17550
14-12-2021,USA,Plaza Vea,Huawei,Tuenti,175,116,450,52200
14-11-2020,Paraguay,Ripley,Huawei,Entel,175,35,450,15750
23-07-2019,Paraguay,Oeschle,Huawei,Tuenti,175,107,450,48150
22-05-2021,Denmark,Metro,Huawei,Claro,175,28,450,12600
30-06-2021,Chile,Metro,Huawei,Bitel,175,33,450,14850
07-09-2018,Paraguay,Plaza Vea,Huawei,Claro,175,6,450,2700
10-03-2021,Switzerland,Ripley,Huawei,Movistar,175,12,450,5400
09-01-2021,Portugal,Oeschle,Huawei,Entel,175,65,450,29250
12-03-2020,El Salvador,Metro,Huawei,Movistar,175,28,450,12600
26-03-2021,USA,Plaza Vea,Huawei,Tuenti,175,178,450,80100
18-12-2018,France,Oeschle,Huawei,Movistar,175,29,450,13050
10-08-2021,Venezuela,Metro,Huawei,Claro,175,8,450,3600
05-03-2020,Spain,Plaza Vea,Huawei,Entel,175,128,450,57600
20-03-2021,Mexico,Metro,Huawei,Tuenti,175,33,450,14850
13-02-2019,Portugal,Oeschle,Huawei,Claro,175,81,450,36450
27-05-2021,Canada,Ripley,Huawei,Movistar,175,8,450,3600
15-12-2019,Uruguay,Plaza Vea,Huawei,Bitel,175,3,450,1350
09-05-2020,Brasil,Oeschle,Huawei,Entel,175,4,450,1800
18-02-2019,United Kingdom,Metro,Huawei,Entel,175,69,450,31050
04-05-2021,USA,Ripley,Huawei,Tuenti,175,66,450,29700
25-09-2019,Paraguay,Plaza Vea,Huawei,Tuenti,175,32,450,14400
02-08-2018,El Salvador,Ripley,Huawei,Tuenti,175,98,450,44100
16-01-2019,Cuba,Ripley,Huawei,Movistar,175,1,450,450
23-11-2021,Venezuela,Ripley,Huawei,Movistar,175,17,450,7650
11-02-2019,Colombia,Metro,Huawei,Tuenti,175,123,450,55350
19-09-2018,Ireland,Metro,Huawei,Bitel,175,36,450,16200
05-10-2019,Brasil,Metro,Huawei,Bitel,175,37,450,16650
06-02-2021,Brasil,Plaza Vea,Huawei,Movistar,175,25,450,11250
28-06-2019,Bolivia,Oeschle,Huawei,Movistar,175,44,450,19800
29-09-2021,Uruguay,Plaza Vea,Huawei,Bitel,175,2,450,900
02-11-2018,France,Oeschle,Huawei,Entel,175,165,450,74250
10-02-2018,Cuba,Metro,Huawei,Tuenti,175,83,450,37350
17-11-2019,United Kingdom,Metro,Huawei,Movistar,175,11,450,4950
22-01-2019,Denmark,Metro,Huawei,Movistar,175,6,450,2700
11-11-2020,Canada,Oeschle,Huawei,Tuenti,175,188,450,84600
02-06-2021,Paraguay,Plaza Vea,Huawei,Bitel,175,54,450,24300
04-06-2021,Argentina,Plaza Vea,Huawei,Claro,175,47,450,21150
15-10-2021,Uruguay,Oeschle,Huawei,Entel,175,17,450,7650
06-11-2020,Uruguay,Metro,Huawei,Bitel,175,67,450,30150
11-02-2021,Canada,Oeschle,Huawei,Tuenti,175,145,450,65250
24-03-2021,Peru,Plaza Vea,Huawei,Tuenti,175,85,450,38250
09-09-2021,El Salvador,Oeschle,Huawei,Entel,175,74,450,33300
12-03-2020,Mexico,Metro,Huawei,Bitel,175,58,450,26100
04-03-2020,Brasil,Plaza Vea,Huawei,Tuenti,175,67,450,30150
11-12-2020,Cuba,Ripley,Huawei,Entel,175,15,450,6750
03-12-2021,Colombia,Metro,Huawei,Claro,175,20,450,9000
19-05-2018,Switzerland,Plaza Vea,Huawei,Tuenti,175,56,450,25200
28-12-2018,Spain,Ripley,Huawei,Claro,175,9,450,4050
14-05-2018,Canada,Oeschle,Huawei,Tuenti,175,77,450,34650
21-03-2018,Denmark,Metro,Huawei,Claro,175,53,450,23850
07-02-2018,Spain,Plaza Vea,Huawei,Bitel,175,12,450,5400
05-01-2021,USA,Oeschle,Huawei,Bitel,175,97,450,43650
21-04-2019,United Kingdom,Oeschle,Huawei,Movistar,175,15,450,6750
17-07-2019,Mexico,Metro,Huawei,Movistar,175,26,450,11700
17-07-2018,Jamaica,Oeschle,Huawei,Claro,175,98,450,44100
10-12-2018,Venezuela,Plaza Vea,Huawei,Claro,175,39,450,17550
11-06-2018,Mexico,Metro,Huawei,Tuenti,175,96,450,43200
09-09-2019,Spain,Ripley,Huawei,Bitel,175,10,450,4500
02-09-2021,Cuba,Oeschle,Huawei,Tuenti,175,165,450,74250
03-10-2018,Spain,Saga Falabella,Huawei,Entel,175,18,450,8100
05-11-2021,Uruguay,Saga Falabella,Huawei,Claro,175,10,450,4500
12-11-2020,El Salvador,Saga Falabella,Huawei,Entel,175,37,450,16650
13-07-2021,Germany,Saga Falabella,Huawei,Claro,175,18,450,8100
07-05-2021,USA,Saga Falabella,Huawei,Movistar,175,6,450,2700
23-08-2020,Venezuela,Saga Falabella,Huawei,Tuenti,175,21,450,9450
11-12-2020,Denmark,Saga Falabella,Huawei,Claro,175,11,450,4950
01-03-2018,Spain,Saga Falabella,Huawei,Claro,175,1,450,450
18-04-2021,USA,Saga Falabella,Huawei,Entel,175,10,450,4500
30-01-2019,France,Saga Falabella,Huawei,Movistar,175,1,450,450
01-06-2019,Spain,Saga Falabella,Huawei,Movistar,175,1,450,450
20-12-2018,Cuba,Saga Falabella,Huawei,Tuenti,175,35,450,15750
20-08-2021,Chile,Saga Falabella,Huawei,Entel,175,19,450,8550
30-11-2021,Switzerland,Saga Falabella,Huawei,Movistar,175,5,450,2250
06-02-2021,USA,Saga Falabella,Huawei,Bitel,175,4,450,1800
22-04-2021,United Kingdom,Saga Falabella,Huawei,Claro,175,8,450,3600
10-09-2020,Mexico,Saga Falabella,Huawei,Movistar,175,4,450,1800
14-09-2020,Bolivia,Saga Falabella,Huawei,Entel,175,11,450,4950
17-10-2018,Brasil,Saga Falabella,Huawei,Bitel,175,29,450,13050
14-08-2021,Portugal,Saga Falabella,Huawei,Movistar,175,2,450,900
10-03-2019,Colombia,Saga Falabella,Huawei,Bitel,175,21,450,9450
04-02-2020,Chile,Saga Falabella,Huawei,Claro,175,3,450,1350
30-12-2019,Denmark,Saga Falabella,Huawei,Entel,175,10,450,4500
10-05-2019,Bolivia,Saga Falabella,Huawei,Movistar,175,1,450,450
01-07-2020,France,Saga Falabella,Huawei,Bitel,175,16,450,7200
28-03-2021,Mexico,Saga Falabella,Huawei,Entel,175,11,450,4950
27-02-2021,Brasil,Saga Falabella,Huawei,Movistar,175,8,450,3600
10-03-2018,Spain,Saga Falabella,Huawei,Tuenti,175,39,450,17550
13-06-2021,Canada,Saga Falabella,Huawei,Bitel,175,9,450,4050
28-12-2018,Portugal,Saga Falabella,Huawei,Movistar,175,7,450,3150
27-03-2021,USA,Saga Falabella,Huawei,Tuenti,175,29,450,13050
27-03-2020,Chile,Saga Falabella,Huawei,Tuenti,175,17,450,7650
25-03-2021,Cuba,Saga Falabella,Huawei,Claro,175,5,450,2250
01-06-2021,Argentina,Saga Falabella,Huawei,Tuenti,175,29,450,13050
03-10-2018,Spain,Saga Falabella,Huawei,Entel,175,18,450,8100
05-11-2021,Uruguay,Saga Falabella,Huawei,Claro,175,10,450,4500
12-11-2020,El Salvador,Saga Falabella,Huawei,Entel,175,37,450,16650
13-07-2021,Germany,Saga Falabella,Huawei,Claro,175,18,450,8100
07-05-2021,USA,Saga Falabella,Huawei,Movistar,175,6,450,2700
23-08-2020,Venezuela,Saga Falabella,Huawei,Tuenti,175,21,450,9450
11-12-2020,Denmark,Saga Falabella,Huawei,Claro,175,11,450,4950
01-03-2018,Spain,Saga Falabella,Huawei,Claro,175,1,450,450
18-04-2021,USA,Saga Falabella,Huawei,Entel,175,10,450,4500
30-01-2019,France,Saga Falabella,Huawei,Movistar,175,1,450,450
01-06-2019,Spain,Saga Falabella,Huawei,Movistar,175,1,450,450
20-12-2018,Cuba,Saga Falabella,Huawei,Tuenti,175,35,450,15750
20-08-2021,Chile,Saga Falabella,Huawei,Entel,175,19,450,8550
30-11-2021,Switzerland,Saga Falabella,Huawei,Movistar,175,5,450,2250
06-02-2021,USA,Saga Falabella,Huawei,Bitel,175,4,450,1800
22-04-2021,United Kingdom,Saga Falabella,Huawei,Claro,175,8,450,3600
10-09-2020,Mexico,Saga Falabella,Huawei,Movistar,175,4,450,1800
14-09-2020,Bolivia,Saga Falabella,Huawei,Entel,175,11,450,4950
17-10-2018,Brasil,Saga Falabella,Huawei,Bitel,175,29,450,13050
14-08-2021,Portugal,Saga Falabella,Huawei,Movistar,175,2,450,900
10-03-2019,Colombia,Saga Falabella,Huawei,Bitel,175,21,450,9450
04-02-2020,Chile,Saga Falabella,Huawei,Claro,175,3,450,1350
30-12-2019,Denmark,Saga Falabella,Huawei,Entel,175,10,450,4500
10-05-2019,Bolivia,Saga Falabella,Huawei,Movistar,175,1,450,450
01-07-2020,France,Saga Falabella,Huawei,Bitel,175,16,450,7200
28-03-2021,Mexico,Saga Falabella,Huawei,Entel,175,11,450,4950
27-02-2021,Brasil,Saga Falabella,Huawei,Movistar,175,8,450,3600
10-03-2018,Spain,Saga Falabella,Huawei,Tuenti,175,39,450,17550
13-06-2021,Canada,Saga Falabella,Huawei,Bitel,175,9,450,4050
28-12-2018,Portugal,Saga Falabella,Huawei,Movistar,175,7,450,3150
27-03-2021,USA,Saga Falabella,Huawei,Tuenti,175,29,450,13050
27-03-2020,Chile,Saga Falabella,Huawei,Tuenti,175,17,450,7650
25-03-2021,Cuba,Saga Falabella,Huawei,Claro,175,5,450,2250
01-06-2021,Argentina,Saga Falabella,Huawei,Tuenti,175,29,450,13050
26-08-2018,Mexico,Tottus,Huawei,Claro,175,31,450,13950
22-12-2020,El Salvador,Tottus,Huawei,Movistar,175,20,450,9000
25-06-2018,Argentina,Tottus,Huawei,Movistar,175,28,450,12600
13-12-2018,Venezuela,Tottus,Huawei,Entel,175,70,450,31500
15-10-2021,Ireland,Tottus,Huawei,Claro,175,43,450,19350
21-09-2021,Bolivia,Tottus,Huawei,Movistar,175,29,450,13050
26-01-2021,United Kingdom,Tottus,Huawei,Claro,175,96,450,43200
21-07-2018,Argentina,Tottus,Huawei,Movistar,175,23,450,10350
18-06-2020,Jamaica,Tottus,Huawei,Tuenti,175,44,450,19800
12-10-2021,Guatemala,Tottus,Huawei,Entel,175,17,450,7650
